state,county,lat,lon,year,category
North Carolina,Union,35.0960357,-80.677628,2015,food
Texas,Harris,29.9413031,-95.2721419,2015,default
Michigan,Kent,42.9999226,-85.65225,2015,shopping
Colorado,Routt,40.5136905,-106.8185873,2015,default
California,San Francisco,37.7903704,-122.4207504,2015,shopping
Florida,Miami-Dade,25.7759632,-80.1931007,2015,default
Florida,Miami-Dade,25.775908,-80.1929695,2015,default
Florida,Miami-Dade,25.7757896,-80.1930848,2015,default
Florida,Miami-Dade,25.6271665,-80.4152487,2015,default
Florida,Miami-Dade,25.7924764,-80.1341435,2015,default
Florida,Miami-Dade,25.7915453,-80.3177484,2015,default
Florida,Miami-Dade,25.6465617,-80.4234346,2015,default
Florida,Broward,26.1888153,-80.178944,2015,default
California,Sonoma,38.2334703,-122.637047,2015,default
Florida,Miami-Dade,25.7974819,-80.2302126,2015,default
Florida,Miami-Dade,25.7975112,-80.2300297,2015,default
California,Alameda,37.4717745,-121.9200808,2015,default
Kentucky,Jefferson,38.2261006,-85.7302547,2015,food
California,Alameda,37.7157386,-122.066623,2015,shopping
Florida,Orange,28.4947597,-81.3739854,2015,atm
North Carolina,Mecklenburg,35.4429858,-80.8640806,2015,food
Minnesota,Carver,44.8434321,-93.6926098,2015,default
Florida,Miami-Dade,25.9462019,-80.1421336,2015,default
Ohio,Franklin,39.9868523,-82.9080986,2015,default
Oregon,Washington,45.4073972,-122.7964783,2015,shopping
New York,Nassau,40.7066111,-73.5314377,2015,default
Michigan,Oakland,42.6596632,-83.1256586,2015,default
Washington,Whatcom,48.7887431,-122.5142772,2015,food
California,San Diego,32.8250249,-117.0951633,2015,shopping
Kentucky,Jefferson,38.2631602,-85.6073665,2015,default
New Jersey,Camden,39.9181408,-75.0750403,2015,food
Florida,Miami-Dade,25.7757397,-80.192966,2015,default
Massachusetts,Suffolk,42.2927701,-71.0504117,2015,default
Colorado,Denver,39.7485699,-104.9993451,2015,food
California,Sacramento,38.5287929,-121.4724458,2015,atm
Massachusetts,Norfolk,42.2698948,-71.0675595,2015,shopping
California,Los Angeles,34.1253659,-118.2653153,2015,default
New York,Westchester,41.0380108,-73.7020693,2015,default
Tennessee,Dickson,36.0728732,-87.382958,2015,default
Washington,Whatcom,48.7488281,-122.48029,2015,food
Florida,Escambia,30.5013297,-87.2591648,2015,default
New York,Kings,40.6877051,-73.9695136,2015,default
Florida,Miami-Dade,25.8931971,-80.1251651,2015,shopping
Texas,Travis,30.2394202,-97.8393064,2015,default
Virginia,Washington,36.634129,-81.7846326,2015,transport
Arizona,Maricopa,33.651836,-112.2939312,2015,shopping
California,San Francisco,37.7830087,-122.4608919,2015,shopping
Arizona,Maricopa,33.6271683,-112.2649206,2015,shopping
Arizona,Maricopa,33.604525,-112.2056543,2015,shopping
Washington,Jefferson,48.106726,-122.7777586,2015,food
California,Los Angeles,34.1396277,-118.3786666,2015,default
Illinois,Cook,42.0369841,-88.1656677,2015,default
Michigan,Macomb,42.6254766,-83.0304674,2015,shopping
Kansas,Cherokee,37.1710043,-94.841604,2015,shopping
Pennsylvania,Philadelphia,39.9869769881503,-75.1561349630356,2016,atm
Massachusetts,Suffolk,42.3569728,-71.132552,2014,shopping
Georgia,Gwinnett,34.0024261,-84.0841295,2014,default
Indiana,Tippecanoe,40.4317501,-86.9081894,2014,default
Georgia,Fayette,33.4059202,-84.514699,2013,default
California,Santa Cruz,36.9750305,-122.0257177,2014,default
California,San Francisco,37.7824557,-122.4717026,2013,attraction
Utah,Davis,40.8505287,-111.9123274,2014,default
New Jersey,Monmouth,40.1957088,-74.0213878,2014,shopping
Kansas,Wyandotte,39.1248368,-94.8268318,2014,food
Georgia,Fulton,33.9832245,-84.3496663,2013,default
Michigan,Macomb,42.6514452,-83.0324522,2015,shopping
California,Los Angeles,34.0594267,-118.2369556,2014,default
California,Santa Clara,37.3843914,-122.013469,2013,default
California,Santa Cruz,36.9845839,-121.9698965,2014,shopping
District of Columbia,District of Columbia,38.8884635,-77.0186382,2014,attraction
Texas,Travis,30.3827485,-97.74311,2014,default
Tennessee,Hamilton,35.0692154,-85.2897437,2013,default
New York,Putnam,41.341536985987,-73.903956413269,2020,sports
New Jersey,Morris,40.9033651,-74.5519551,2014,shopping
Texas,Wise,33.2221192,-97.5958498,2021,atm
Illinois,Cook,41.8764709,-87.6335336,2015,atm
Texas,Bexar,29.4270451,-98.4922547,2014,default
Wisconsin,Milwaukee,43.0407955,-87.906093,2013,nightlife
Kansas,Riley,39.1902968,-96.605829,2014,food
Colorado,Larimer,40.5786076,-105.07834,2013,cafe
California,Ventura,34.2427375,-119.1813041,2014,transport
California,San Mateo,37.4535493,-122.1760114,2013,default
Wisconsin,Milwaukee,43.1328379,-87.9700376,2013,default
New York,Albany,42.6548632,-73.7814532,2014,default
Michigan,Ingham,42.7352874018601,-84.4852924346924,2016,atm
California,San Francisco,37.7570201,-122.4851366,2014,default
Maryland,Howard,39.2161055,-76.8594396,2014,shopping
Ohio,Montgomery,39.6415093,-84.1613988,2014,default
California,Alameda,37.6864452,-122.0944738,2015,default
Kansas,Johnson,39.022885,-94.6581469,2014,food
Tennessee,Hamilton,35.0416586,-85.3056416,2014,default
Maryland,Wicomico,38.3232936,-75.5692733,2013,default
California,Alameda,37.8051107,-122.2771204,2013,default
California,Kern,35.385663,-119.109016,2014,default
Pennsylvania,Philadelphia,39.9421815,-75.1542036,2014,shopping
California,Riverside,33.6906123,-116.1837555,2014,food
Washington,King,47.5192469,-121.8181406,2014,default
Oregon,Jackson,42.1983035,-122.7162853,2014,food
Colorado,Larimer,40.5847581,-105.0782275,2013,default
Tennessee,Hamilton,35.0302581,-85.3159384,2013,default
Texas,Tarrant,32.7464785833047,-97.2325551509857,2016,atm
Florida,Lee,26.6427374,-81.8632605,2014,default
Florida,Lee,26.642597,-81.8631685,2014,cafe
California,San Mateo,37.5632033,-122.3246055,2015,default
Oregon,Multnomah,45.5104408,-122.6562306,2013,default
Florida,Lee,26.6424222,-81.8629449,2013,attraction
California,Los Angeles,34.0623455,-118.4160117,2014,default
Nebraska,Sarpy,41.1623085,-96.0252643,2014,default
Florida,Pinellas,27.770985,-82.6507969,2014,default
Florida,Pinellas,27.7709893,-82.6504191,2014,default
Utah,Utah,40.25078,-111.6595777,2013,food
Utah,Salt Lake,40.6336468,-111.8090227,2014,default
Florida,Miami-Dade,25.5967843,-80.3514991,2013,default
Kansas,Shawnee,39.0479217,-95.682441,2014,food
Virginia,Alexandria City,38.8057488,-77.0457716,2014,default
California,Santa Clara,37.4031538,-122.0501191,2015,atm
Georgia,Chatham,32.0792598,-81.0927617,2014,default
Massachusetts,Barnstable,41.7486908,-70.1253429,2013,default
Massachusetts,Worcester,42.2478141,-71.9848829,2014,default
Massachusetts,Middlesex,42.6683005,-71.705048,2014,default
Florida,Brevard,28.4088542,-80.6180287,2014,food
California,San Francisco,37.7823501,-122.4712399,2013,food
Florida,Brevard,28.358205,-80.6098705,2014,default
Minnesota,Anoka,45.0825524,-93.2628415,2014,default
Missouri,Dunklin,36.5729281,-89.9694652,2021,atm
California,Santa Clara,37.1556564735026,-121.656868457794,2021,default
California,Orange,33.8572697,-117.9995771,2013,lodging
Washington,Whatcom,48.751642,-122.4782298,2014,default
California,Los Angeles,34.0905454,-118.3690264,2013,default
Oregon,Multnomah,45.4973647,-122.6096906,2013,default
California,San Mateo,37.5668359,-122.3236961,2014,food
California,San Mateo,37.5639149,-122.3255069,2015,default
Minnesota,Hennepin,44.9122102,-93.4550319,2013,default
New York,Richmond,40.6261804,-74.177748,2014,nightlife
Ohio,Cuyahoga,41.4978758,-81.5650746,2014,nightlife
California,Orange,33.8553123,-117.9270044,2013,lodging
New York,Richmond,40.5611489,-74.159426,2014,default
New York,Richmond,40.5740354,-74.106639,2014,default
New York,New York,40.7259692,-74.001121,2014,default
New York,Richmond,40.5373326,-74.1506984,2015,food
New York,New York,40.7340135,-74.0005088,2014,default
Montana,Carbon,45.1785408,-109.2478373,2013,lodging
New York,New York,40.7205798,-73.9882961,2015,default
New York,Kings,40.6861953,-73.9726551,2013,shopping
New York,Kings,40.6859558,-73.973166,2013,food
New York,Kings,40.7019044,-73.927156,2014,default
New York,Kings,40.6675974,-73.9838987,2015,atm
Ohio,Clermont,39.1580839,-84.1982495,2013,default
Ohio,Hamilton,39.1950432,-84.4093811,2013,default
New York,Kings,40.6866565,-73.9750172,2013,food
Colorado,Larimer,40.5787521,-105.0784126,2013,cafe
California,Los Angeles,34.1658952,-118.5242201,2013,default
Missouri,St. Louis City,38.5931217,-90.2274698,2013,default
Kentucky,Breckinridge,37.9345045,-86.4639981,2013,default
Texas,Williamson,30.4838705,-97.666999,2014,default
Georgia,Fulton,33.8490391,-84.3734598,2013,default
Florida,Lee,26.6424222,-81.8629449,2014,attraction
New Jersey,Essex,40.793025,-74.3293288,2013,default
Ohio,Clermont,38.8426285,-84.1007159,2014,default
Colorado,Denver,39.7324274,-104.9840361,2014,default
Texas,Travis,30.3543154,-97.7292127,2014,default
Kentucky,Fayette,38.0552196,-84.4788583,2014,default
California,Los Angeles,34.1932605,-118.4493779,2013,default
Nevada,Pershing,40.8019928,-117.7269974,2014,default
Kansas,Johnson,38.9005982,-94.6669898,2014,default
Minnesota,Hennepin,44.9011982,-93.5681761,2014,default
California,San Francisco,37.7760535,-122.4260695,2014,default
California,Alameda,37.6852425,-121.87503,2014,default
South Carolina,York,35.0048784,-80.9466557,2014,default
Hawaii,Honolulu,21.2728077,-157.8212631,2014,lodging
New York,New York,40.764812,-73.9751034,2014,default
South Carolina,Greenville,34.778317,-82.3887868,2014,default
Texas,Harris,29.7507786,-95.3544484,2014,default
California,San Francisco,37.7514679,-122.4325678,2015,default
Delaware,New Castle,39.6790865,-75.7662429,2014,default
California,San Francisco,37.7622977,-122.4212656,2014,food
Texas,Tarrant,32.9059854,-97.1882719,2014,default
New York,New York,40.8225969,-73.9518979,2014,default
New York,Monroe,43.1638673,-77.5836075,2014,default
New York,Queens,40.5828459,-73.8352235,2014,food
North Carolina,Durham,35.9035487,-78.9422561,2014,shopping
Alaska,Fairbanks North Star,64.7611223,-147.3620113,2014,default
California,San Francisco,37.7706797,-122.451551,2014,default
Nebraska,Douglas,41.2542746,-95.9313948,2014,default
Oregon,Marion,45.2234487,-122.8432884,2014,default
New York,Rockland,41.0919977,-74.0127347,2014,default
Texas,Collin,33.0237264,-96.7967915,2014,default
Florida,Palm Beach,26.6800466,-80.0548694,2014,grocery
Florida,Lee,26.6430391,-81.8634697,2014,shopping
New York,Monroe,43.1124761,-77.4786817,2014,default
Florida,Broward,26.1904758,-80.1042626,2014,default
Michigan,Oakland,42.4543796,-83.1030384,2014,default
Michigan,Washtenaw,42.3359215,-83.7230264,2014,default
Idaho,Madison,43.8280567,-111.7816792,2015,shopping
Arizona,Pima,32.2546579,-110.9389732,2014,default
Wisconsin,Milwaukee,43.0705512,-87.8877524,2014,nightlife
Colorado,Denver,39.7484846,-104.9996154,2015,default
Florida,Pinellas,27.7714203,-82.6494124,2014,cafe
Florida,Pinellas,27.7714203,-82.6493353,2014,default
Florida,Pinellas,27.7763545,-82.7768254,2014,default
Michigan,Wayne,42.3337627,-83.0499026,2015,cafe
New York,Rockland,41.0955756,-74.0085428,2014,default
Georgia,DeKalb,33.9165765,-84.2979414,2014,default
Louisiana,Orleans,29.9217858,-90.1190466,2015,cafe
Kentucky,Jefferson,38.2488633,-85.7292311,2015,default
Rhode Island,Providence,41.7685537,-71.4564916,2015,default
Washington,Whatcom,48.7573207,-122.4552346,2015,shopping
Florida,Pinellas,27.7136567,-82.7375981,2015,lodging
Florida,Pinellas,27.7425299,-82.7507407,2015,shopping
Washington,Whatcom,48.9082236,-122.4843495,2015,default
New York,New York,40.8475159,-73.9347788,2015,default
Maryland,Baltimore City,39.3268525,-76.6281161,2015,default
Nebraska,Douglas,41.2456364,-95.9561503,2015,default
Washington,Whatcom,48.7512402,-122.4759256,2015,default
Oregon,Multnomah,45.4629789,-122.653303,2014,default
Kentucky,Jefferson,38.1486508,-85.585416,2015,default
New York,Kings,40.6874251,-73.9687286,2015,default
Washington,Whatcom,48.7487613,-122.4779713,2015,nightlife
Washington,Whatcom,48.7483223,-122.4786533,2015,food
Washington,Whatcom,48.7512342,-122.4817469,2015,default
New Mexico,Grant,32.7873609,-108.256271,2015,cafe
Texas,Travis,30.4107653,-97.6753659,2014,food
Virginia,Virginia Beach City,36.739864,-76.077818,2014,default
District of Columbia,District of Columbia,38.8940342,-77.0262189,2015,default
California,Los Angeles,34.6987066,-118.1417088,2015,default
Florida,Miami-Dade,25.9113364,-80.2980197,2013,default
Mississippi,Harrison,30.3916763,-88.9904422,2015,shopping
Hawaii,Honolulu,21.307126,-157.8624746,2015,default
Florida,Lee,26.4635374,-81.7740166,2014,default
California,San Francisco,37.804055,-122.4041284,2013,sports
Michigan,Ingham,42.7553652,-84.5790311,2014,default
Arkansas,Washington,36.0904909969002,-94.1536688804626,2015,default
Michigan,Livingston,42.5296422812367,-83.7853753566742,2015,food
North Carolina,Wake,35.8086430197796,-78.6233514547348,2015,nightlife
Utah,Cache,41.5662685,-111.8306194,2015,default
California,San Diego,32.7581857,-117.1060927,2015,shopping
Michigan,Wayne,42.3350726596519,-83.0488568544388,2015,food
New York,Queens,40.75011393765,-73.9458256959915,2015,shopping
Michigan,Wayne,42.2331289,-83.1812142,2015,default
California,Napa,38.2942977,-122.2303686,2015,default
Pennsylvania,Allegheny,40.5017344694487,-80.0668948888779,2015,default
Georgia,Fulton,33.9281609270726,-84.3788945674896,2015,atm
California,Alameda,37.8104351,-122.2454772,2014,sports
Kansas,Wyandotte,39.1157374,-94.7691393,2014,food
Pennsylvania,Philadelphia,39.9541781,-75.2042721,2015,food
California,San Mateo,37.5635155,-122.3249207,2013,attraction
North Carolina,Wake,35.7740713,-78.761804,2014,shopping
California,San Diego,32.7462392,-117.1504683,2013,default
North Carolina,Wake,35.7833131,-78.8059743,2013,attraction
South Carolina,Greenville,35.1963213,-82.2273709,2013,grocery
Nevada,Clark,36.169177,-115.1427878,2014,grocery
Illinois,Cook,41.858346,-87.6604963,2015,atm
Pennsylvania,Philadelphia,39.9761173,-75.1263343,2014,default
Texas,Dallas,32.8953849,-96.8706526,2013,attraction
California,Los Angeles,34.0007087,-118.4820773,2014,shopping
Missouri,St. Louis City,38.5813543,-90.2440615,2014,atm
California,San Diego,32.7458739,-117.1609246,2014,default
Alabama,Madison,34.71586,-86.6732847,2014,shopping
North Carolina,Wake,35.8400284,-78.6793883,2014,shopping
Florida,Okaloosa,30.4155418,-86.6568626,2014,shopping
South Carolina,Horry,33.7028605,-78.9241289,2014,shopping
Connecticut,New London,41.4561495,-72.0973068,2014,default
New York,Kings,40.6814196,-73.9845732,2014,lodging
Georgia,Gwinnett,33.9472628,-84.2267407,2013,default
Oregon,Wallowa,45.4253827,-117.2785821,2013,cafe
Texas,Travis,30.3553236,-97.7335589,2013,default
Utah,Utah,40.3033893,-111.6616893,2013,default
Utah,Davis,40.8937964,-111.8787195,2013,default
Texas,Harris,29.7956664,-95.3599485,2013,default
Tennessee,Shelby,35.342416,-89.8936576,2013,attraction
Ohio,Hamilton,39.1082855,-84.4975614,2013,shopping
Minnesota,Scott,44.5508427,-93.5676406,2013,default
North Carolina,Wake,35.7645774,-78.7422433,2014,food
Illinois,Cook,42.0726719,-88.0551431,2014,default
Arkansas,Lonoke,34.9751223,-92.0197827,2014,default
California,Los Angeles,34.167222,-118.3967061,2014,default
Massachusetts,Middlesex,42.3676872,-71.1020253,2014,default
Kansas,Johnson,38.8833197,-94.7885424,2014,default
Kansas,Johnson,38.9902774,-94.6681796,2014,default
Minnesota,Goodhue,44.2946651,-92.6694144,2014,default
Minnesota,Olmsted,44.0457169,-92.4704128,2014,default
Connecticut,New Haven,41.4796113,-73.210114,2014,shopping
California,San Francisco,37.7578714,-122.4192427,2015,default
California,Santa Clara,37.3542269,-121.948934,2015,default
California,San Francisco,37.7489591,-122.4180032,2015,default
California,San Mateo,37.5788644,-122.34638,2015,default
Michigan,Oakland,42.4690072,-83.1045661,2013,shopping
Tennessee,Davidson,36.1500629,-86.7789727,2013,food
Delaware,New Castle,39.7492796,-75.5396548,2013,default
Arizona,Pima,32.2213081,-110.8352871,2013,default
California,San Mateo,37.6583129,-122.391032,2014,default
Florida,Hillsborough,27.9574722,-82.5235309,2014,shopping
District of Columbia,District of Columbia,38.8605797,-76.9883237,2014,shopping
New Mexico,Santa Fe,35.6808434,-105.9385321,2014,default
Texas,Travis,30.266666,-97.7420565,2014,atm
California,Los Angeles,34.0137805,-118.4087402,2014,default
California,Sacramento,38.6812706,-121.3224897,2014,default
Nebraska,Lancaster,40.784967,-96.7119931,2014,default
North Carolina,Chatham,35.851869,-79.0196451,2014,shopping
Washington,Spokane,47.6965627,-117.4116137,2014,shopping
New York,Richmond,40.6212494222821,-74.1738510131836,2016,default
California,San Mateo,37.7003308,-122.4633626,2015,default
California,San Mateo,37.6238849,-122.4110467,2015,shopping
Michigan,Oakland,42.6192289,-83.3197005,2015,default
Minnesota,Washington,44.9455398,-92.9002102,2015,default
Florida,Pinellas,27.7713527,-82.6430144,2015,shopping
Florida,Miami-Dade,25.6272751,-80.4154412,2015,default
Oregon,Multnomah,45.5124275,-122.6310167,2015,food
Florida,Hillsborough,27.9449976,-82.5007366,2014,food
Illinois,Kane,41.8498753,-88.3024888,2014,food
Kansas,Shawnee,39.0001771,-95.7068443,2014,food
Kansas,Sedgwick,37.6823439,-97.2106667,2014,food
Kansas,Sedgwick,37.693987,-97.2790604,2014,food
California,San Diego,32.8261494,-117.1542818,2014,cafe
Florida,Pinellas,28.0379558,-82.6587456,2014,food
Missouri,Jackson,39.1065387,-94.5626357,2014,food
Missouri,St. Louis,38.702605,-90.2947725,2014,food
Colorado,Larimer,40.5900118,-105.078322,2014,transport
Ohio,Cuyahoga,41.4981043,-81.5654814,2014,food
Texas,Travis,30.4113764,-97.6757528,2014,food
New Jersey,Burlington,40.007362,-75.01552,2014,default
California,Los Angeles,34.0906166,-118.3303907,2014,default
New Jersey,Morris,40.9061306,-74.6748773,2013,default
Florida,Brevard,28.3252388,-80.6100968,2014,food
Nebraska,Lancaster,40.865614,-96.6422572,2014,default
Texas,Travis,30.294951,-97.8230082,2014,default
Missouri,Platte,39.2481721,-94.6324619,2014,default
New York,Onondaga,43.0471579,-76.1504593,2013,default
Utah,Utah,40.2341108,-111.6589118,2013,food
North Carolina,Pitt,35.6027144,-77.4733184,2013,shopping
New Mexico,Bernalillo,35.1085806,-106.553301,2013,default
Pennsylvania,Luzerne,41.1687281,-75.8805227,2013,shopping
Nevada,Clark,36.0739743,-115.2128586,2013,transport
Alabama,Jefferson,33.5180875,-86.8079797,2013,food
California,Orange,33.8737408,-117.9234354,2014,grocery
Florida,Sarasota,27.2665937,-82.516174,2014,shopping
Michigan,Oakland,42.5938287,-83.1299506,2014,food
Minnesota,Hennepin,44.9848176,-93.2761678,2014,food
Minnesota,Ramsey,44.9561188,-93.1100533,2014,food
Minnesota,Otter Tail,46.6551766,-95.8055553,2014,food
California,Ventura,34.4435122,-119.2368743,2014,default
Oklahoma,Oklahoma,35.5362991,-97.6017026,2014,food
New Jersey,Middlesex,40.4216053,-74.3920669,2014,default
North Carolina,Alamance,36.0924656,-79.437151,2014,nightlife
Wisconsin,Dane,43.0766881,-89.3746956,2013,food
Michigan,Oakland,42.5967057,-83.1698472,2014,food
California,Los Angeles,34.042787,-118.4697711,2014,default
Kansas,Wyandotte,39.1289527,-94.7709971,2014,food
Texas,Harris,29.9528708914887,-95.5407357215881,2016,default
California,San Diego,32.743271,-117.210252,2013,shopping
Massachusetts,Middlesex,42.3641718,-71.1020228,2013,food
Florida,Pinellas,27.7713569,-82.6420928,2014,shopping
Texas,Travis,30.2692949,-97.7425595,2014,food
Florida,Martin,27.1698577,-80.2284994,2013,default
North Carolina,Mecklenburg,35.0985493,-80.7804745,2013,default
Texas,Victoria,28.8148819,-96.9824162,2013,attraction
New Mexico,Bernalillo,35.1242577,-106.5513629,2013,food
California,Ventura,34.280141,-119.170377,2013,default
Florida,Sarasota,27.2407692,-82.4986812,2013,default
Illinois,McLean,40.4935488,-88.9934495,2013,default
New York,Suffolk,40.7229804,-73.4281541,2013,default
Texas,Tarrant,32.8818212,-97.1497068,2013,default
Kansas,Butler,37.6790774,-97.0144415,2013,default
California,Santa Cruz,36.9502283,-121.8737657,2014,default
California,Los Angeles,34.0992275,-118.1299899,2013,default
Texas,Travis,30.45029,-97.6948872,2013,transport
Michigan,Kent,42.9633066,-85.6522251,2013,attraction
New Jersey,Monmouth,40.2398688,-74.3070293,2013,default
New York,New York,40.756669,-73.9768961,2014,default
New Mexico,Taos,36.4708285,-105.5943332,2014,default
Florida,Miami-Dade,25.808423,-80.3297621,2014,default
Pennsylvania,Bucks,40.3105441,-75.1291317,2014,shopping
Texas,Williamson,30.4997644,-97.8134229,2014,default
Florida,Manatee,27.4300492,-82.5751099,2014,food
Florida,Hillsborough,28.05541,-82.4273086,2014,food
Georgia,Hall,34.2965547,-83.8574835,2014,food
Illinois,Rock Island,41.4950384,-90.6022259,2014,food
Kansas,Johnson,38.9243697,-94.6874655,2014,food
Minnesota,Hennepin,44.9827725,-93.2720968,2014,default
Pennsylvania,Bucks,40.1394674,-74.8660863,2014,nightlife
New York,Nassau,40.6690132,-73.7143566,2014,shopping
Illinois,Shelby,39.4076535284797,-88.7909030914307,2018,default
Pennsylvania,Philadelphia,40.0436416,-75.1906976,2014,food
Texas,Travis,30.2126814,-97.8302101,2014,food
Massachusetts,Middlesex,42.3712606,-71.0972287,2014,default
Illinois,Cook,41.8881455,-87.6376998,2014,shopping
North Carolina,Cabarrus,35.3685648,-80.7211392,2014,shopping
South Carolina,Richland,34.1299348,-80.8785477,2014,shopping
Florida,Miami-Dade,25.8915688,-80.3267584,2014,default
North Carolina,Wake,35.7364453,-78.8492133,2014,default
Connecticut,New Haven,41.2862528,-72.9751383,2014,default
Colorado,Jefferson,39.7292343,-105.0553713,2014,shopping
Florida,Bay,30.1763807,-85.7607022,2014,nightlife
California,San Mateo,37.5860941,-122.3649197,2015,default
Nevada,Clark,36.164344,-115.2234869,2015,default
New York,Nassau,40.7066111,-73.5314377,2015,default
South Carolina,Horry,33.7245294,-78.928795,2014,default
North Carolina,New Hanover,34.2517495,-77.9186898,2014,cafe
Kansas,Riley,39.1859234,-96.573858,2014,food
Maine,Cumberland,43.9422213,-70.5455047,2015,food
Georgia,Fulton,33.7967468,-84.4174338,2015,sports
Indiana,Tippecanoe,40.419042,-86.8905343,2015,food
Florida,Pinellas,27.7714203,-82.6495017,2014,nightlife
Indiana,Tippecanoe,40.4243776,-86.9078789,2015,food
North Carolina,Mecklenburg,35.0822194,-80.8765143,2014,shopping
Missouri,Jackson,38.9262355,-94.585434,2014,food
Illinois,Cook,41.931564437254,-87.6444947719574,2015,atm
Florida,Pinellas,27.7713577,-82.6414109,2014,food
North Carolina,Onslow,34.7234491093312,-77.1945333480835,2016,default
Idaho,Kootenai,47.7460474869679,-116.7928647995,2015,default
Idaho,Kootenai,47.6807319208653,-116.791813373566,2015,default
Idaho,Kootenai,47.7473099673466,-116.795289516449,2015,default
Idaho,Kootenai,47.9434292269408,-116.716432571411,2015,default
Idaho,Kootenai,47.7591757861381,-116.819815635681,2015,default
Idaho,Kootenai,47.740788024944,-116.786202192307,2015,default
Idaho,Kootenai,47.7053900799431,-116.760962605476,2015,default
Pennsylvania,Westmoreland,40.2777413103239,-79.5479464530945,2015,default
Arizona,Pima,32.1751629629206,-110.905625224113,2015,transport
Montana,Lewis and Clark,46.5847777478901,-112.038069963455,2015,default
Idaho,Kootenai,47.6740138108864,-116.782849431038,2015,default
Idaho,Kootenai,47.707148094576,-116.947075724602,2015,default
California,Fresno,36.7328310584597,-119.740676879883,2015,shopping
Colorado,Larimer,40.5816928458974,-105.09916305542,2015,transport
Georgia,Fulton,33.8473670451346,-84.3712395429611,2021,shopping
Texas,Harris,29.7287052615333,-95.3653192520142,2019,atm
California,Kern,35.1165386516717,-118.002262115479,2015,default
Oregon,Lane,44.0577503630368,-123.099365830421,2015,default
Oregon,Benton,44.5641742203857,-123.261988162994,2015,default
New York,Albany,42.7631340517618,-73.8016676902771,2015,default
Utah,Salt Lake,40.5947288999542,-111.853179931641,2015,food
Montana,Missoula,46.9482701159127,-114.132499694824,2015,default
Montana,Lake,47.6912479988636,-114.163162708282,2015,default
Montana,Lake,47.7237470378778,-114.190601706505,2015,default
Idaho,Kootenai,47.7153634097305,-116.748790740967,2015,food
New York,Kings,40.7054978066908,-73.9486312866211,2015,default
New York,New York,40.7251122624542,-74.0042388439178,2015,food
New York,New York,40.7057824690499,-74.0114808082581,2015,default
New York,New York,40.7061484617238,-74.0112662315369,2015,default
New York,Queens,40.723843840603,-73.8411712646484,2015,default
New Jersey,Essex,40.8751030221658,-74.2964172363281,2015,default
Alabama,Jefferson,33.6035398,-86.8066522,2014,food
Missouri,St. Louis,38.6503897715582,-90.3356730937958,2015,default
Kansas,Johnson,38.9904046,-94.6681075,2021,atm
California,San Diego,33.1303008816721,-117.085434794426,2015,default
Pennsylvania,Philadelphia,39.9439546708881,-75.1734888553619,2015,default
Washington,King,47.6791499921857,-122.130653858185,2015,default
California,San Francisco,37.7772658689812,-122.395725846291,2015,default
North Carolina,Buncombe,35.5949034420077,-82.5543487071991,2015,cafe
North Carolina,Buncombe,35.6283667610123,-82.5531202554703,2015,cafe
Kentucky,Fayette,38.0076181481219,-84.5170927047729,2015,atm
Texas,Harris,29.7605494837366,-95.4637026786804,2015,default
Texas,Harris,29.758975442157,-95.3635597229004,2015,shopping
Kansas,Bourbon,37.8392677,-94.7035903,2021,atm
Florida,Okaloosa,30.5186646026637,-86.478978395462,2015,shopping
California,San Francisco,37.8258448333171,-122.369982004166,2015,default
California,Sacramento,38.5385027019691,-121.48387670517,2015,default
New Hampshire,Cheshire,43.150409006254,-72.3587894439697,2015,default
Mississippi,Harrison,30.3857406498031,-89.0927696228027,2015,food
Texas,Fort Bend,29.6220418604929,-95.6029951572418,2015,default
Arizona,Maricopa,33.4214708140483,-111.944069266319,2015,shopping
New Mexico,Santa Fe,35.5365130372692,-105.886187553406,2015,food
Hawaii,Maui,20.8331438720399,-156.4453125,2015,grocery
Colorado,La Plata,37.2733698110402,-107.879170775414,2015,shopping
Nevada,Clark,36.0576861500366,-115.158262252808,2015,default
Nevada,Clark,36.0713716750407,-115.134090185165,2015,food
Missouri,Barton,37.4926963,-94.2841035,2021,atm
Arkansas,Carroll,36.3759715,-93.585303,2021,atm
Florida,Miami-Dade,25.8016974726398,-80.202351808548,2015,atm
Nevada,Clark,36.1592560626834,-115.240745544434,2015,default
Florida,Miami-Dade,25.8019003163834,-80.2023410797119,2015,cafe
South Carolina,Charleston,32.7769870876018,-79.9289005994797,2015,default
Oregon,Multnomah,45.4858912532011,-122.448463439941,2015,shopping
South Carolina,Horry,33.8986319181719,-78.9267897605896,2015,default
Nevada,Clark,36.096412274561,-115.181844234467,2015,default
North Carolina,New Hanover,34.2377232331014,-77.947815656662,2015,default
Georgia,Muscogee,32.4824247025519,-84.9432367086411,2015,food
Alabama,Shelby,33.102763114021,-86.7529714107513,2015,default
Alabama,Jefferson,33.5151180704912,-86.8058431148529,2015,shopping
Georgia,Henry,33.4833572753745,-84.1954851150513,2015,default
Georgia,Clayton,33.6026012020943,-84.4095575809479,2015,shopping
Georgia,Gwinnett,34.0999983788131,-84.0105682611465,2015,default
Georgia,Madison,34.2510355092918,-83.3022665977478,2015,shopping
Georgia,DeKalb,33.858638158584,-84.3415904045105,2016,atm
Ohio,Franklin,40.0757070905491,-83.0415344238281,2015,default
