id,lat,lon,category,name,created_on,geolocation_degrees,promoted,Street_Num,Street_Name,City,County,State,Country,Zip
2344,38.6534941,-90.3158783,default,Articulate Ventures,1389716338,"90°18'57.16""W, 38°39'12.58""N",,7027,Waterman Avenue,University City,St. Louis County,Missouri,United States,63130
2352,38.5706642,-90.2847806,default,"Steve Franklin, Counseling",1390074650,"90°17'5.21""W, 38°34'14.39""N",,6831,State Route 30,St. Louis,,Missouri,United States,63116
2360,41.2069831,-96.1928847,food,China Bowl,1396585093,"96°11'34.38""W, 41°12'25.14""N",,17676,Welch Plaza,Omaha,Douglas County,Nebraska,United States,68135
2365,43.4778063,-80.5400313,default,YouPackWeStore,1389826295,"80°32'24.11""W, 43°28'40.1""N",,368,Phillip Street,Waterloo,Waterloo Regional Municipality,Ontario,Canada,N2L 5J1
2362,34.1452576,-118.134076,default,Aramus Realty,1389808448,"118°8'2.67""W, 34°8'42.93""N",,790,East Colorado Boulevard,Pasadena,Los Angeles County,California,United States,91101
2361,35.2184582,-80.8572134,default,PassportParking,1389808165,"80°51'25.97""W, 35°13'6.45""N",,1415,South Church Street,Charlotte,Mecklenburg County,North Carolina,United States,28203
2363,46.8745309,-96.7934249,cafe,Red Raven Espresso Parlor,1405439430,"96°47'36.33""W, 46°52'28.31""N",,916,Main Avenue,Fargo,Cass County,North Dakota,United States,58103
2370,42.5294694,-70.9061068,default,Apex Production,1389865172,"70°54'21.98""W, 42°31'46.09""N",,173,North Street,Salem,Essex County,Massachusetts,United States,1970
2366,49.2793564,-123.0785083,default,Signco,1389826659,"123°4'42.63""W, 49°16'45.68""N",,1222,Frances Street,Vancouver,Metro Vancouver,British Columbia,Canada,V6A 1Z5
2335,49.2824801,-123.1236947,default,Don Francesco Ristorante,1389687348,"123°7'25.3""W, 49°16'56.93""N",,888,Burrard Street,Vancouver,Metro Vancouver,British Columbia,Canada,V6Z 1X9
2340,26.6747113,-80.0630706,default,"Insurance Designers, Inc.",1390578191,"80°3'47.05""W, 26°40'28.96""N",,4123,Parker Avenue,West Palm Beach,Palm Beach County,Florida,United States,33405
2333,27.263422,-82.4764709,default,Paneolio,1389676047,"82°28'35.3""W, 27°15'48.32""N",,6206,Clark Center Avenue,Sarasota,Sarasota County,Florida,United States,34238
2377,38.6483666,-121.5181449,default,Sacramento Kings,1389892971,"121°31'5.32""W, 38°38'54.12""N",,1,Sports Parkway,Sacramento,Sacramento County,California,United States,95834
2375,45.4909327,-73.5886143,default,Netlink Studio,1389885795,"73°35'19.01""W, 45°29'27.36""N",,3019,Rue Sherbrooke Ouest,Montréal,Communauté-Urbaine-de-Montréal,Québec,Canada,H3Z 1A1
2378,38.566833,-121.4673505,default,Travel Pangea (Travel Agency),1389906001,"121°28'2.46""W, 38°34'0.6""N",,3104,O Street,Sacramento,Sacramento County,California,United States,95816
2379,38.7664026,-121.2466574,default,Elite Body Sculpture Cosmetic Surgery Center,1389906331,"121°14'47.97""W, 38°45'59.05""N",,5,Medical Plaza Drive,Roseville,Placer County,California,United States,95661
2380,43.076943,-70.7583586,default,Alpha Loft,1389906369,"70°45'30.09""W, 43°4'36.99""N",,13,Congress Street,Portsmouth,Rockingham County,New Hampshire,United States,3801
2385,38.608015,-90.3206249,default,The Rampant,1389917239,"90°19'14.25""W, 38°36'28.85""N",,3103a,Sutton Boulevard,Maplewood,St. Louis County,Missouri,United States,63143
2374,39.6319052,-106.29031,default,"Vail Ski Condo, For Rent",1389883867,"106°17'25.12""W, 39°37'54.86""N",,4620,Vail Racquet Club Drive,Vail,Eagle County,Colorado,United States,81657
2386,38.6519153,-90.3268896,default,Comfort Architecture,1389917552,"90°19'36.8""W, 38°39'6.9""N",,7352,Westmoreland Drive,University City,St. Louis County,Missouri,United States,63130
2389,39.2217192,-121.1644314,default,Practical Permaculture,1389939631,"121°9'51.95""W, 39°13'18.19""N",,16302,Sourdough Lane,Rough and Ready,Nevada County,California,United States,95975
2395,40.7763877,-73.9606961,default,HM Acupuncture in Upper East Side NYC,1389948781,"73°57'38.51""W, 40°46'35.0""N",,66,East 80th Street,New York,New York County,New York,United States,10075
2384,45.4293352,-75.6927624,atm,BitAccess Bitcoin ATM,1389912356,"75°41'33.94""W, 45°25'45.61""N",,89,Clarence Street,Ottawa,Ottawa Division,Ontario,Canada,K1N 5P9
2402,33.9658064,-81.0080952,default,Dynamic Truck Repair,1389995248,"81°0'29.14""W, 33°57'56.9""N",,1613,Bluff Road,Columbia,Richland County,South Carolina,United States,29201
2403,30.3826029,-97.7434066,default,DTRules,1389985856,"97°44'36.26""W, 30°22'57.37""N",,9111,Jollyville Road,Austin,Travis County,Texas,United States,78759
2404,30.3826603,-97.7432898,default,Texas Bitcoin Association,1389985919,"97°44'35.84""W, 30°22'57.58""N",,9111,Jollyville Road,Austin,Travis County,Texas,United States,78759
2406,58.3006565,-134.4066904,default,Alaska Robotics,1389993658,"134°24'24.09""W, 58°18'2.36""N",,222,Front Street,Juneau,Juneau,Alaska,United States,99801
2419,33.0465855,-97.0002178,default,River Oaks Spine & Rehab Center,1390459962,"97°0'0.78""W, 33°2'47.71""N",,363,West Main Street,Lewisville,Denton County,Texas,United States,75057
2420,39.9839001,-75.1286031,default,Chappelle Guitars,1390087263,"75°7'42.97""W, 39°59'2.04""N",,2430,Coral Street,Philadelphia,Philadelphia County,Pennsylvania,United States,19125
2421,39.9534177,-75.1717532,default,Bitcoin Properties,1390087927,"75°10'18.31""W, 39°57'12.3""N",,,,Philadelphia,Philadelphia County,Pennsylvania,United States,19103
2422,39.9707071,-75.1428932,default,InksterInc,1390088642,"75°8'34.42""W, 39°58'14.55""N",,1222,North 4th Street,Philadelphia,Philadelphia County,Pennsylvania,United States,19123
2423,38.0552711,-84.4788138,default,Lexington Lexington LLC,1390109222,"84°28'43.73""W, 38°3'18.98""N",,199,East Loudon Avenue,Lexington,Fayette County,Kentucky,United States,40505
2428,40.5566024,-75.0639897,default,Kappus Farm,1390344569,"75°3'50.36""W, 40°33'23.77""N",,36,Kappus Road,Milford,Hunterdon County,New Jersey,United States,8848
2435,40.9601971,-117.7376887,nightlife,Players Bar and Grill,1390188180,"117°44'15.68""W, 40°57'36.71""N",,1062,South Grass Valley Road,Winnemucca,Humboldt County,Nevada,United States,89445
2440,49.0425401,-122.2790708,default,Quantum Properties,1390205084,"122°16'44.65""W, 49°2'33.14""N",,2211,Riverside Road,Abbotsford,Fraser Valley,British Columbia,Canada,V2S 2E4
2436,40.9659938,-117.7381125,grocery,Hanson Street Liquors,1390188476,"117°44'17.2""W, 40°57'57.58""N",,566,Hanson Street,Winnemucca,Humboldt County,Nevada,United States,89445
2437,40.9788291,-117.7117356,lodging,Winnemucca RV Park,1390188933,"117°42'42.25""W, 40°58'43.78""N",,5075,East Winnemucca Boulevard,Winnemucca,Humboldt County,Nevada,United States,89445
2438,25.7794434,-80.140127,default,Extension King Hair Salon & Shop,1390192652,"80°8'24.46""W, 25°46'46.0""N",,1125,9th Street,Miami Beach,Miami-Dade County,Florida,United States,33139
2449,42.3747561,-83.3812495,default,Dynamic Technologies,1390263407,"83°22'52.5""W, 42°22'29.12""N",,12407,Stark Road,Livonia,Wayne County,Michigan,United States,48150
2447,43.6772463,-79.4469176,default,String Flags,1390245715,"79°26'48.9""W, 43°40'38.09""N",,1270,Saint Clair Avenue West,Toronto,Toronto Division,Ontario,Canada,M6E 1B9
2479,49.8924157,-97.200325,default,Best Sleep Centre,1390418307,"97°12'1.17""W, 49°53'32.7""N",,979,Saint James Street,Winnipeg,Division No. 11,Manitoba,Canada,R3H 0X2
2446,34.0612923,-118.1877534,default,cmyk signs,1390245453,"118°11'15.91""W, 34°3'40.65""N",,4466,Worth Street,Los Angeles,Los Angeles County,California,United States,90063
2418,40.721214,-74.045582,food,Helen's Pizza,1390103148,"74°2'44.1""W, 40°43'16.37""N",,183,Newark Avenue,Jersey City,Hudson County,New Jersey,United States,7302
2413,37.369972,-121.9194136,default,EQ1 Real Estate,1390035721,"121°55'9.89""W, 37°22'11.9""N",,1762,Technology Drive,San Jose,Santa Clara County,California,United States,95110
2430,44.1485819,-79.3723826,default,Bare Boutique,1390160709,"79°22'20.58""W, 44°8'54.89""N",,20237,Kennedy Road,East Gwillimbury,Regional Municipality of York,Ontario,Canada,L0G 1M0
2463,32.7760168,-117.1446135,default,Rio Vista Family Dentistry,1390344279,"117°8'40.61""W, 32°46'33.66""N",,8590,Rio San Diego Drive,San Diego,San Diego County,California,United States,92108
2464,30.5684056,-97.8516989,shopping,La Canasta Market,1390348113,"97°51'6.12""W, 30°34'6.26""N",,207,Sonny Drive,Leander,Williamson County,Texas,United States,78641
2465,33.6457133,-97.3850538,default,The Prudent Grain Farmer,1390348706,"97°23'6.19""W, 33°38'44.57""N",,211,North Ash Street,Muenster,Cooke County,Texas,United States,76252
2473,36.4634665,-105.5994965,default,Taos Mountain Inn,1390385372,"105°35'58.19""W, 36°27'48.48""N",,1,West Road,El Prado,Taos County,New Mexico,United States,87529
2487,40.4076994,-111.9269796,default,Threads of Joy,1390446612,"111°55'37.13""W, 40°24'27.72""N",,219,Jonathan Place,Saratoga Springs,Utah County,Utah,United States,84045
2489,39.228291,-121.0658953,default,"Dr. Sunshine Fowler DOM, L.Ac.",1390447582,"121°3'57.22""W, 39°13'41.85""N",,10597,Bragg Avenue,Grass Valley,Nevada County,California,United States,95945
2478,45.407183,-75.6342706,default,First Call Auto Supply,1390411244,"75°38'3.37""W, 45°24'25.86""N",,830,Industrial Avenue,Ottawa,Ottawa Division,Ontario,Canada,K1G 4B8
2483,49.9733488,-98.2906049,default,Best Sleep Centre,1390428139,"98°17'26.18""W, 49°58'24.06""N",,50,East Saskatchewan Avenue,Portage la Prairie,Division No. 9,Manitoba,Canada,R1N 0L2
2484,49.5258321,-96.6845917,default,Best Sleep Centre,1390428456,"96°41'4.53""W, 49°31'33.0""N",,304,Manitoba 52,Steinbach,Division No. 2,Manitoba,Canada,R5G 1Z1
2485,49.1896182,-97.9280397,default,Best Sleep Centre,1390428796,"97°55'40.94""W, 49°11'22.63""N",,255,Kimberly Road,Plum Coulee,Division No. 3,Manitoba,Canada,R0G 1R0
2486,49.8486264,-99.9573213,default,Best Sleep Centre,1390428947,"99°57'26.36""W, 49°50'55.06""N",,1417,Rosser Avenue,Brandon,Division No. 7,Manitoba,Canada,R7A 7J2
2459,33.0194888,-96.7026852,default,Artisan Vapor Company,1390311285,"96°42'9.67""W, 33°1'10.16""N",,908,East 15th Street,Plano,Collin County,Texas,United States,75074
2490,43.5929193,-72.9806381,default,Vermont Lanterns,1390530037,"72°58'50.3""W, 43°35'34.51""N",,138,Park Street,Rutland,Rutland County,Vermont,United States,5701
2491,47.5534542,-122.3866031,default,The Point Joint,1390457014,"122°23'11.77""W, 47°33'12.44""N",,5410,California Avenue Southwest,Seattle,King County,Washington,United States,98136
2492,40.2996728,-76.9362232,default,"Alone Eagle Remodeling, LLC",1390473101,"76°56'10.4""W, 40°17'58.82""N",,117,Bungalow Road,Enola,Cumberland County,Pennsylvania,United States,17025
2452,40.7203287,-74.5628656,shopping,"Village Computer Center, Inc.",1390261841,"74°33'46.32""W, 40°43'13.18""N",,88,Morristown Road,Bernardsville,Somerset County,New Jersey,United States,7924
2505,26.5868591,-82.0348965,default,Mediaspree LLC,1390516165,"82°2'5.63""W, 26°35'12.69""N",,3514,Southwest 29th Avenue,Cape Coral,Lee County,Florida,United States,33914
2503,49.2255038,-123.0006756,default,ADITmax,1390510282,"123°0'2.43""W, 49°13'31.81""N",,4720,Kingsway,Burnaby,Metro Vancouver,British Columbia,Canada,V5H 4J5
2515,49.2687296,-123.1848957,grocery,Okanagan Estate Wine Shop,1390573703,"123°11'5.62""W, 49°16'7.43""N",,Jan-61,West 4th Avenue,Vancouver,Metro Vancouver,British Columbia,Canada,V6R 1P2
2507,25.7948563,-80.1450274,default,The Advantaged Yacht Charters,1390519947,"80°8'42.1""W, 25°47'41.48""N",,1928,Sunset Harbour Drive,Miami Beach,Miami-Dade County,Florida,United States,33139
2508,36.5259571,-105.5624002,default,Casa Vista Clara,1390521046,"105°33'44.64""W, 36°31'33.45""N",,54,Geronimo Lane,Arroyo Seco,Taos County,New Mexico,United States,87514
2513,32.7296117,-97.4413925,default,Ultimate Motors,1390552521,"97°26'29.01""W, 32°43'46.6""N",,3020,Alta Mere Drive,Fort Worth,Tarrant County,Texas,United States,76116
2521,39.9510687,-75.1716689,nightlife,Cavanaugh's Rittenhouse,1390589189,"75°10'18.01""W, 39°57'3.85""N",,1823,Sansom Street,Philadelphia,Philadelphia County,Pennsylvania,United States,19103
2532,49.1848662,-97.9173124,default,SilverDragon Vape Shop,1390668495,"97°55'2.32""W, 49°11'5.52""N",,530,Cargill Road,Winkler,Division No. 3,Manitoba,Canada,R6W 2R8
2522,39.938606,-75.1522656,default,Snyder Online Marketing,1390590261,"75°9'8.16""W, 39°56'18.98""N",,516,Catharine Street,Philadelphia,Philadelphia County,Pennsylvania,United States,19147
2524,39.8863365,-75.3090821,food,New London Pizza,1390592037,"75°18'32.7""W, 39°53'10.81""N",,1016,Lincoln Avenue,Prospect Park,Delaware County,Pennsylvania,United States,19076
2523,40.7531169,-73.9931178,default,Morse & Company - Tax and Accounting Firm,1390788629,"73°59'35.22""W, 40°45'11.22""N",,505,8th Avenue,New York,New York County,New York,United States,10018
2525,35.9221294,-79.9785077,shopping,Peters Auto Mall,1390751607,"79°58'42.63""W, 35°55'19.67""N",,2857,South Main Street,High Point,Guilford County,North Carolina,United States,27263
2526,38.8175619,-121.2196477,shopping,Nitta Ranch -- www.nittaranch.com,1390750776,"121°13'10.73""W, 38°49'3.22""N",,3772,Delmar Avenue,Loomis,Placer County,California,United States,95650
2527,33.9839594,-118.4591643,default,Graphics 101,1390604906,"118°27'32.99""W, 33°59'2.25""N",,567,Washington Boulevard,Marina del Rey,Los Angeles County,California,United States,90292
2528,30.3582657,-97.9938096,default,Lakeway Aviation,1390608734,"97°59'37.71""W, 30°21'29.76""N",,115,Flying Scot Street,Lakeway,Travis County,Texas,United States,78734
2529,40.5551594,-75.0654361,default,TK Plumbing and heating,1390616451,"75°3'55.57""W, 40°33'18.57""N",,28,Kappus Road,Milford,Hunterdon County,New Jersey,United States,8848
2534,40.0976208,-88.2747439,shopping,Cheese & Crackers,1390694561,"88°16'29.08""W, 40°5'51.43""N",,1715,West Kirby Avenue,Champaign,Champaign County,Illinois,United States,61821
2499,35.2527062,-120.6416559,default,Poly Performance Inc.,1390577921,"120°38'29.96""W, 35°15'9.74""N",,870,Industrial Way,San Luis Obispo,San Luis Obispo County,California,United States,93401
2543,39.3990462,-76.7526403,default,Netacom,1390774720,"76°45'9.51""W, 39°23'56.57""N",,2,Park Center Court,Owings Mills,Baltimore County,Maryland,United States,21117
2542,62.4638123,-114.3536861,default,Saucal Studios,1390772964,"114°21'13.27""W, 62°27'49.72""N",,3626,McAvoy Road,Yellowknife,Fort Smith Region,Northwest Territories,Canada,X1A 2G9
2547,29.7368098,-95.4576308,default,Oakshire Manor Garden Apartments,1391056913,"95°27'27.47""W, 29°44'12.52""N",,4727,Oakshire Drive,Houston,Harris County,Texas,United States,77027
2549,28.6074946,-81.2924633,default,"Law Offices of Jennifer A. Jacobs, LLC",1390818606,"81°17'32.87""W, 28°36'26.98""N",,7200,Aloma Avenue,Winter Park,Orange County,Florida,United States,32792
2551,40.0683368,-75.317851,default,Pau Hana Productions,1390819526,"75°19'4.26""W, 40°4'6.01""N",,523,Ford Street,Conshohocken,Montgomery County,Pennsylvania,United States,19428
2553,34.2648588,-118.5256909,default,BaseLiquid Inc.,1390819823,"118°31'32.49""W, 34°15'53.49""N",,17985,Chatsworth Street,Los Angeles,Los Angeles County,California,United States,91344
2554,44.9916394,-122.7620193,default,ElleSpa,1390823255,"122°45'43.27""W, 44°59'29.9""N",,1304,Frontier Street,Silverton,Marion County,Oregon,United States,97381
2563,40.8318483,-73.4615473,default,Workout Anywhere,1392156062,"73°27'41.57""W, 40°49'54.65""N",,6,Polo Court,Woodbury,Nassau County,New York,United States,11797
2555,19.3151733,-99.1308037,default,The Iron Man Suit,1390823708,"99°7'50.89""W, 19°18'54.62""N",,36,Mar de Los Néctares,Ciudad de México,,Ciudad de México,Mexico,4890
2568,30.1946475,-97.0679616,default,Paige Tractors,1390929806,"97°4'4.66""W, 30°11'40.73""N",,4409,U.S. 290,Paige,Bastrop County,Texas,United States,78659
2559,19.2956254,-99.1545859,cafe,Tabita Bakery and Gourmet Food,1390853121,"99°9'16.51""W, 19°17'44.25""N",,4456,Calzada de Tlalpan,Ciudad de México,,Ciudad de México,Mexico,14080
2569,38.577935,-121.4932717,default,SacTrips Travel Tours,1390930154,"121°29'35.78""W, 38°34'40.57""N",,1037,L Street,Sacramento,Sacramento County,California,United States,95814
2570,38.4951007,-121.4772335,default,Last Stand Readiness & Tactical,1390930520,"121°28'38.04""W, 38°29'42.36""N",,2700,Florin Road,Sacramento,Sacramento County,California,United States,95822
2571,33.5082072,-112.02874,default,Arcui - IT Security Services,1390934639,"112°1'43.46""W, 33°30'29.55""N",,2415,East Camelback Road,Phoenix,Maricopa County,Arizona,United States,85016
2573,33.5721782,-117.732463,default,"Jonathan Clark, Licensed Real Estate Broker",1391060509,"117°43'56.87""W, 33°34'19.84""N",,59,Bluff Cove Drive,Aliso Viejo,Orange County,California,United States,92656
2576,40.437903,-79.9216707,default,Brands Capital Corp,1390943821,"79°55'18.01""W, 40°26'16.45""N",,5832,Forbes Avenue,Pittsburgh,Allegheny County,Pennsylvania,United States,15217
2535,40.4340937,-74.300598,default,Dr. Santhosh K Cheela MD,1390707857,"74°18'2.15""W, 40°26'2.74""N",,200,Perrine Road,Old Bridge,Middlesex County,New Jersey,United States,8857
2536,35.0000258,-80.7233909,default,Yaro Plumbing Inc,1390789253,"80°43'24.21""W, 35°0'0.09""N",,5939,Weddington Road,Matthews,Union County,North Carolina,United States,28104
17079,20.57239273,-100.3771824,sports,Yoga classes,1552252519,"100°22'37.86""W, 20°34'20.61""N",,225,Plaza de la Concepción,Santiago de Querétaro,,Querétaro,Mexico,76099
2595,30.2235953,-97.7671641,default,Central Texas Gun Works,1391055389,"97°46'1.79""W, 30°13'24.94""N",,321,West Ben White Boulevard,Austin,Travis County,Texas,United States,78704
2597,37.4945919,-122.2327819,shopping,Land Rover Redwood City,1391062529,"122°13'58.01""W, 37°29'40.53""N",,440,Convention Way,Redwood City,San Mateo County,California,United States,94063
2600,28.8118285,-81.2676586,default,Baileys,1391086647,"81°16'3.57""W, 28°48'42.58""N",,104,East 1st Street,Sanford,Seminole County,Florida,United States,32771
2605,39.975971,-75.136597,shopping,Norman Porter Jeans,1391098430,"75°8'11.75""W, 39°58'33.5""N",,155,Cecil B. Moore Avenue,Philadelphia,Philadelphia County,Pennsylvania,United States,19122
2611,27.9731289,-82.7099064,default,Lashes Photography LLC,1391102706,"82°42'35.66""W, 27°58'23.26""N",,3063,Terrace View Lane,Clearwater,Pinellas County,Florida,United States,33759
2615,33.7735597,-117.9678591,default,Lee Dental Group,1392207561,"117°58'4.29""W, 33°46'24.81""N",,9432,Garden Grove Boulevard,Garden Grove,Orange County,California,United States,92844
2608,45.5593785,-73.7123449,default,CellTek,1391101819,"73°42'44.44""W, 45°33'33.76""N",,1290,Boulevard de la Concorde Ouest,Laval,Laval,Québec,Canada,H7N 1J2
2609,45.5358464,-73.5717429,default,CellTek,1391102024,"73°34'18.27""W, 45°32'9.05""N",,2156,Avenue du Mont-Royal Est,Montréal,Communauté-Urbaine-de-Montréal,Québec,Canada,H2H 1K1
2616,39.5299341,-119.8083584,default,Reno Initiative For Shelter and Equality,1391133024,"119°48'30.09""W, 39°31'47.76""N",,335,Record Street,Reno,Washoe County,Nevada,United States,89512
2601,45.4152966,-75.688359,food,The Standard Tavern,1391088640,"75°41'18.09""W, 45°24'55.07""N",,360,Elgin Street,Ottawa,Ottawa Division,Ontario,Canada,K2P 1M8
2623,34.0195703,-118.4503844,default,Santa Monica Flyers,1391168645,"118°27'1.38""W, 34°1'10.45""N",,2929,31st Street,Santa Monica,Los Angeles County,California,United States,90405
2626,32.5153643,-92.1551121,default,Stop-A-Crack Windshield Repair,1391170210,"92°9'18.4""W, 32°30'55.31""N",,321,Circle Drive,West Monroe,Ouachita Parish,Louisiana,United States,71291
2627,42.2675657,-71.7826553,shopping,S.Pizzarella Watchmaker/Jeweler,1391170459,"71°46'57.56""W, 42°16'3.24""N",,252,Shrewsbury Street,Worcester,Worcester County,Massachusetts,United States,1604
2639,37.088316,-113.5871585,default,1LAW,1391248567,"113°35'13.77""W, 37°5'17.94""N",,1173,South 250 West,St. George,Washington County,Utah,United States,84770
2632,44.1438547,-79.3740162,default,Bare Oaks Family Naturist Park,1391189639,"79°22'26.46""W, 44°8'37.88""N",,19921,Kennedy Road,East Gwillimbury,Regional Municipality of York,Ontario,Canada,L0G 1V0
2634,53.5924395,-113.4803563,default,Bogart's Pipes & Papers,1391197987,"113°28'49.28""W, 53°35'32.78""N",,9006,132 Avenue Northwest,Edmonton,Division No. 11,Alberta,Canada,T5E 0Y2
2635,51.2690484,-113.9860649,default,Beachbody Sales,1391207627,"113°59'9.83""W, 51°16'8.57""N",,35,Kingsland Way Southeast,Airdrie,Division No. 6,Alberta,Canada,T4A 0A4
2621,34.1211689,-117.2932125,default,Friendly Tax Service - Ask for Thu,1391281529,"117°17'35.56""W, 34°7'16.21""N",,459,West Base Line Street,San Bernardino,San Bernardino County,California,United States,92410
2631,43.8023169,-79.4896912,default,azsurplus,1391189184,"79°29'22.89""W, 43°48'8.34""N",,1955,Highway 7,Vaughan,Regional Municipality of York,Ontario,Canada,L4K 1V5
2640,40.762485,-111.888065,default,1LAW,1391248915,"111°53'17.03""W, 40°45'44.95""N",,311,State Street,Salt Lake City,Salt Lake County,Utah,United States,84111
2641,38.7708501,-112.0842688,default,1LAW,1391249151,"112°5'3.37""W, 38°46'15.06""N",,30,East 200 North,Richfield,Sevier County,Utah,United States,84701
2642,39.3586879,-111.58704,default,1LAW,1391249438,"111°35'13.34""W, 39°21'31.28""N",,63,South Main Street,Ephraim,Sanpete County,Utah,United States,84627
2643,33.6409456,-97.1531347,default,Crossroads Express Stop,1391250139,"97°9'11.28""W, 33°38'27.4""N",,903,Summitt Avenue,Gainesville,Cooke County,Texas,United States,76240
2645,36.6854338,-121.6617573,default,UBBBK UnbelievableBooks and More,1391312461,"121°39'42.33""W, 36°41'7.56""N",,315,Vincent Place,Salinas,Monterey County,California,United States,93907
2660,35.047645,-80.648797,default,Integrative Chiropractic and Natural Medicine,1391441136,"80°38'55.67""W, 35°2'51.52""N",,,Mustang Drive,Indian Trail,Union County,North Carolina,United States,28079
2678,38.6123657,-90.3200197,food,Strange Donuts,1391533165,"90°19'12.07""W, 38°36'44.52""N",,7402,Manchester Road,Maplewood,St. Louis County,Missouri,United States,63143
2681,49.2808873,-123.1088338,default,WorkShop Salon,1391552527,"123°6'31.8""W, 49°16'51.19""N",,518,Beatty Street,Vancouver,Metro Vancouver,British Columbia,Canada,V6B 6G8
2686,42.1747186,-72.0126197,default,Law Offices of Douglas Lloyd,1391607532,"72°0'45.43""W, 42°10'28.99""N",,107,Fitzgerald Road,Charlton,Worcester County,Massachusetts,United States,1507
2693,45.3985106,-75.6107477,shopping,Rideau Florist,1400157021,"75°36'38.69""W, 45°23'54.64""N",,2640b,Lancaster Road,Ottawa,Ottawa Division,Ontario,Canada,K1B 4Z4
2689,41.2423204,-77.0329337,default,WXPI Williamsport Community Radio 88.5 FM,1391610846,"77°1'58.56""W, 41°14'32.35""N",,638,Rose Street,Williamsport,Lycoming County,Pennsylvania,United States,17701
2692,29.9026625,-98.5601682,default,Choice Promotional Products,1391629621,"98°33'36.61""W, 29°54'9.59""N",,234,Mountain Creek Trail,Boerne,Kendall County,Texas,United States,78006
2694,39.9776487,-75.1243774,default,Simplpost,1391631083,"75°7'27.76""W, 39°58'39.54""N",,2418,East York Street,Philadelphia,Philadelphia County,Pennsylvania,United States,19125
2665,40.6652891,-73.6994326,default,Silverman & Di Luccio,1391451342,"73°41'57.96""W, 40°39'55.04""N",,41,West Merrick Road,Valley Stream,Nassau County,New York,United States,11580
2695,33.247542,-95.8996157,default,Texas Telecomm,1391631147,"95°53'58.62""W, 33°14'51.15""N",,1510,Washington Street,Commerce,Hunt County,Texas,United States,75428
2696,34.1391581,-118.6197713,default,Decor Blinds and Shutters,1391988956,"118°37'11.18""W, 34°8'20.97""N",,22656,Jameson Drive,Calabasas,Los Angeles County,California,United States,91302
2697,32.2210128,-110.957544,food,Chaffin's Family Restaurant,1391642592,"110°57'27.16""W, 32°13'15.65""N",,902,East Broadway Boulevard,Tucson,Pima County,Arizona,United States,85719
2700,36.0667752,-94.1761785,default,Tim Hoyt - Tutor and CAD designer,1391654522,"94°10'34.24""W, 36°4'0.39""N",,321,Garland Avenue,Fayetteville,Washington County,Arkansas,United States,72701
2671,53.5178646,-113.4959803,food,NaanOLicious,1391517516,"113°29'45.53""W, 53°31'4.31""N",,10329,82 Avenue Northwest,Edmonton,Division No. 11,Alberta,Canada,T6E 1Z9
2703,47.1937984,-114.8917333,default,Mineral Pharmacy,1391672954,"114°53'30.24""W, 47°11'37.67""N",,102,3rd Avenue West,Superior,Mineral County,Montana,United States,59872
8364,42.44441673,-83.43661845,sports,Thoroughbred Stock Exchange,1469595417,"83°26'11.83""W, 42°26'39.9""N",,39555,Orchard Hill Place,Novi,Oakland County,Michigan,United States,48375
2708,37.8850851,-122.0512286,default,Hayden Dawkins Photography,1393913296,"122°3'4.42""W, 37°53'6.31""N",,1411,Creekside Drive,Walnut Creek,Contra Costa County,California,United States,94596
2712,37.660017,-77.5253505,default,Common Spark Media,1391715631,"77°31'31.26""W, 37°39'36.06""N",,10331,Staples Mill Road,Glen Allen,Henrico County,Virginia,United States,23060
2720,30.5343662,-97.6831826,default,Round Rockit Media,1391795216,"97°40'59.46""W, 30°32'3.72""N",,123,East Old Settlers Boulevard,Round Rock,Williamson County,Texas,United States,78664
2713,45.5232692,-73.5652654,default,Clinique de Massages,1400157470,"73°33'54.96""W, 45°31'23.77""N",,1266,Route 138,Montréal,Communauté-Urbaine-de-Montréal,Québec,Canada,H2L 1M1
2741,49.2819412,-123.0851525,default,Hawkers Market,1391934653,"123°5'6.55""W, 49°16'54.99""N",,882,East Cordova Street,Vancouver,Metro Vancouver,British Columbia,Canada,V6A 1M4
2723,42.4891957,-83.1457212,default,Toys from my Attic,1391837206,"83°8'44.6""W, 42°29'21.1""N",,200,West 2nd Street,Royal Oak,Oakland County,Michigan,United States,48068
2725,34.0988853,-118.2794928,default,Open Source Living,1391848590,"118°16'46.17""W, 34°5'55.99""N",,4018,Cumberland Avenue,Los Angeles,Los Angeles County,California,United States,90027
2726,33.203924,-96.7437175,default,NEMO-Q,1391849067,"96°44'37.38""W, 33°12'14.13""N",,10050,Aeronca Lane,McKinney,Collin County,Texas,United States,75071
2727,47.7150661,-117.3808154,default,Kouchlock Productions,1391849314,"117°22'50.94""W, 47°42'54.24""N",,1919,East Francis Avenue,Spokane,Spokane County,Washington,United States,99208
2731,38.7680874,-77.1140992,default,Pinpoint Personal Training Services,1391871540,"77°6'50.76""W, 38°46'5.11""N",,6822,Deer Run Drive,Alexandria,Fairfax County,Virginia,United States,22306
2732,38.9186135,-76.9996787,default,Bini's Ironworks LLC,1391871830,"76°59'58.84""W, 38°55'7.01""N",,2112,5th Street Northeast,Washington,,District of Columbia,United States,20002
2734,39.1416419,-77.1874901,shopping,Executive Automotive Service,1391872372,"77°11'14.96""W, 39°8'29.91""N",,429,East Diamond Avenue,Gaithersburg,Montgomery County,Maryland,United States,20877
